"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.8.62","-0.05834847","-0.10009201","-0.25749017","-1.08418080","-0.31721283","-0.40835537","-0.01814816","-0.45034807"," 0.22186086"," 0.31276019","-0.24077672"," 0.10856901","-0.61983974","-0.18047841","-0.05813598","-0.27913039"," 0.25003277","-0.32267096"," 0.19084435","-0.21179712"," 0.10320092","-0.35209342","-0.08980619","-5.94455887"," 0.43155565"," 0.19649049"," 0.63506121"," 0.59872319"," 0.30775726"," 0.25949378"," 0.03102654"," 0.44643864"," 0.38043068"," 0.40829197"," 0.44436527"," 0.19384078"," 0.24412814"," 0.32071081"," 0.51294049"," 0.54666356"," 0.34790220"," 0.15547534"," 0.77883897"," 0.51207700"," 0.73031318"," 0.25219886"," 0.32791773","-0.59532378"," 0.65665882"," 0.68221880"
"Bin.8.58","-0.18508717","-0.04242250","-0.45785481","-0.88863104","-0.78177492","-0.48128469","-0.30663364","-0.62964910"," 0.17038312"," 0.11534613","-0.66687450"," 0.11699145","-0.15931796","-0.28987086"," 0.04505905","-1.06318064"," 0.18741525","-0.53523676"," 0.21835004","-0.23662182"," 0.10727654","-0.37946440","-0.48128469","-1.56852835"," 0.62070404","-0.06112076"," 0.66306184"," 0.59788062"," 0.17163287"," 0.37100667","-0.06203188"," 0.41282625"," 0.31604834"," 0.35221519"," 0.55382885"," 0.06744193"," 0.12305227"," 0.08590044"," 0.38094444"," 0.57260406"," 0.03101101","-0.08492594"," 0.88032494"," 0.48518222"," 0.77675534"," 0.03019200"," 0.29747817","-0.81965247"," 0.63743995"," 0.79309588"
"Bin.8.54"," 0.263848733"," 0.270275314"," 0.001976941","-0.262866015","-0.540221765","-0.107245100","-0.176389405","-0.639573976"," 0.279316798"," 0.066110448","-0.251266432"," 0.519041740"," 0.635041623"," 0.324460739"," 1.269717576"," 0.069013763"," 0.321165832"," 0.190770906"," 0.544414601"," 0.146747171"," 0.904162987","-0.093462746"," 0.004443143","-0.410396295"," 0.809879130","-0.722584073"," 0.093170118","-0.364301778"," 0.361973162","-0.421448155"," 0.153758111","-0.155016606","-0.603118538"," 0.433362271"," 0.580744664","-0.181137676"," 0.151640865","-0.481033317","-0.578786654","-0.087234992","-0.482415534","-0.967371358"," 0.096026307","-0.047599773"," 0.007122775"," 0.044970150"," 0.082908302","-0.896560181","-0.333923709"," 0.177889910"
"Bin.8.50"," 0.17144368","-0.17869496","-0.26054378","-0.78810066","-0.41346721","-0.39961619","-0.45017995","-0.98604398","-0.02515336","-0.05169478","-0.55152716"," 0.45678299"," 0.05155957"," 0.23395911"," 0.86429279","-0.16032174"," 0.06373203","-0.32328362"," 0.13368999","-0.21732381"," 0.70989715","-0.64456212","-0.21756892","-0.61103560"," 0.67576253","-0.59133875"," 0.54416218"," 0.14223854"," 0.18713493","-0.14631014"," 0.28613582"," 0.28266459","-0.09773610"," 0.53042714"," 0.19942996","-0.25284042"," 0.06750435","-0.32700431","-0.02826126"," 0.61185805"," 0.08131839","-0.72525252"," 0.57014551"," 0.19371569"," 0.60214651"," 0.15381990"," 0.12899998","-0.73839551"," 0.28648364"," 0.95695180"
"Bin.8.46"," 0.1132595835"," 0.0981755037","-0.4950685106","-0.0612801786","-0.5011520887","-0.0233727660","-0.1602690459","-0.3107318403"," 0.0318990100","-0.2493887881"," 0.2430768037","-0.0254538792","-0.3577241118","-0.1316309844","-0.2984138624","-0.3452778207"," 0.0881521961","-0.3167749171"," 0.0756902295","-0.2670163573"," 0.2131000150","-0.0331851858","-0.0364154341"," 0.0424679321"," 0.7718265393","-0.0927455023"," 0.5698033489"," 0.7346863246","-0.2419851698","-0.1623709911"," 1.1326351146"," 0.0001002265"," 0.1605106543"," 0.1317438882"," 0.1133653034","-0.2628924533","-0.3356196899"," 1.2857179746"," 0.0744891673"," 0.1486965807","-0.4733559237","-0.8475134176"," 0.3109785839"," 0.1774248759"," 0.3038983425","-0.7105801881","-0.5159464011","-0.2558596545"," 0.2134372849"," 0.4768896789"
"Bin.8.42","-0.009181725"," 0.110554309","-0.478076156","-1.733751276","-0.737128381","-0.472354512","-0.397571105","-0.548714674"," 0.328519730","-0.068392817","-0.828929353"," 0.179270430","-0.388843773"," 0.009294521","-0.144249709","-1.322865515"," 0.219250431","-1.343948623"," 0.098516567","-0.553613196"," 0.157142967","-0.251370436","-0.424194958","-1.537510831"," 0.500685415","-0.037501186"," 0.731658070"," 0.610948430"," 0.393769484"," 0.186216129","-0.142185164"," 0.492636850"," 0.512335852"," 0.410001198"," 0.626755525"," 0.127123846","-0.007179803"," 0.182514447"," 0.452366769"," 0.638966895"," 0.188906063","-0.133856034"," 0.875752037"," 0.591711893"," 0.874787595"," 0.028743258"," 0.149544792","-0.023526457"," 0.777758819"," 1.129213364"
"Bin.8.38","-0.350893070","-0.124307939","-0.022029012"," 0.064641663","-0.954655395","-0.967186478"," 0.175458285","-0.048345874"," 0.256292133","-0.183128455","-0.649635881","-0.136814017","-0.352696280","-0.283361283","-0.627965589","-1.340368246"," 0.303016318","-1.032102093","-0.088849449"," 0.117367092"," 0.006437551","-0.032962976","-0.528908717","-1.816229040"," 0.377323513","-0.028682533"," 0.821957300"," 0.481047170"," 0.343188023"," 0.283990851","-0.118296860"," 0.434372850"," 0.326478868"," 0.246376471"," 0.407594974"," 0.137294758","-0.092518915"," 0.237041043"," 0.403410584"," 0.877414521"," 0.090044210","-0.182455218"," 0.732640315"," 0.503344039"," 0.779111624","-0.058936905"," 0.094199002"," 0.066907860"," 0.591735246"," 0.862643964"
"Bin.8.34","-0.40636059","-0.28476555","-0.75548578"," 0.17760015","-1.21815135","-0.14532839","-0.06884468"," 0.28020766"," 0.29036893"," 0.01140715","-0.51991321","-0.15874356","-0.16274276","-0.40993318","-0.60812313","-0.16830265"," 0.58622003","-0.01207121","-0.31638185","-0.07328798","-0.01331325","-0.37129967","-0.21620734","-0.34186027","-0.02404328"," 0.38111575"," 0.40531061"," 0.48046231","-0.17438235"," 0.15212076"," 0.01782295"," 0.26203758","-0.20120602","-0.11670496"," 0.25366705"," 0.28782446","-0.28148573"," 0.36423948"," 0.47809178"," 1.05337925","-0.18646735","-0.60673194"," 0.43310678"," 0.45684060"," 0.52729224"," 0.09436007"," 0.20734014","-0.32563024"," 0.39794001"," 0.56901252"
"Bin.8.30","-0.35136152"," 0.01804006","-0.58802505","-0.54679780","-0.73051890","-0.60541401","-0.37692410","-0.23369292"," 0.02701253","-0.78152823","-0.47324242","-0.25165662","-0.62666254","-0.53168662","-0.45349679","-0.34674518"," 0.09600719","-0.21319384","-0.05961538","-0.41613882","-0.22509864","-0.14919566","-0.23823668","-0.41645397"," 0.27107150"," 0.02120384"," 0.60762931"," 0.25222782","-0.07593241"," 0.23663588","-0.33270429"," 0.26895275"," 0.25188551"," 0.26273080"," 0.38004631"," 0.24647747"," 0.39593978"," 0.31833629"," 0.20070001"," 0.53598690","-0.04762089","-0.54771484"," 0.85830599"," 0.54961770"," 0.69869353"," 0.47967133"," 0.82218999","-0.36245594"," 0.93948887"," 1.24326271"
"Bin.8.26","-0.154846215","-0.155131141","-0.445792254","-0.670281970","-0.378681613","-0.098455928","-0.069876444","-0.094926555","-0.230405437","-0.534809321","-0.009735336","-0.332940029","-0.425640586","-0.475470709","-0.322222234","-1.045667226"," 0.270063086","-0.791080407"," 0.100385081","-0.136388959","-0.241791102","-0.083155429","-0.298551318","-1.226929207"," 0.263427770","-0.103515611"," 0.582790233"," 0.349024685"," 0.109266072"," 0.622957157","-0.376813463"," 0.287735387"," 0.499233711"," 0.282980911"," 0.367233906"," 0.264593800"," 0.160534646"," 0.093709581"," 0.156848078"," 0.911636398","-0.050178214","-0.441512000"," 0.869797293"," 0.485485746"," 0.665761029","-0.020661326"," 0.095052165","-0.099685142"," 0.634314981"," 1.242313456"
"Bin.8.22","-0.308503895","-0.053955883","-0.403378465","-0.129357093","-1.171667141","-0.188330940"," 0.005926747","-0.025759811"," 0.495584822","-0.292490500"," 0.522253886","-0.258146509","-0.137532065","-0.269805607","-0.230360960","-0.815781036"," 0.329578490","-0.298487907","-0.165366987","-0.073937886"," 0.371999975","-0.035134304"," 0.160134603","-0.823790368"," 0.234122596","-0.067310097"," 0.446625925"," 0.443300468","-0.135503624","-0.201503171","-0.641137627"," 0.085075891","-0.036286588","-0.107964461"," 0.230256544","-0.247875294","-0.382092951"," 0.385479551"," 0.245124778"," 1.063213805","-0.177193958","-0.680619278"," 0.560109829"," 0.561744149"," 0.600957526"," 0.585805819","-0.218460433"," 0.439112306"," 0.385326950"," 0.426000179"
"Bin.8.18","-0.59063650"," 0.04105175","-0.71646469","-0.12375744","-0.96192146","-0.09523458","-0.06299275","-0.09028529"," 1.47900565","-0.14152014"," 0.05084185","-0.06271822","-0.18655795","-0.11961719","-0.20152356","-0.77075328"," 0.13757665","-0.29590401","-0.05301309","-0.21526488"," 1.75412587","-0.08556006"," 0.06038855","-0.07140627"," 1.46588710","-0.09727217"," 0.20673620"," 0.26941407","-0.43720712","-0.19082183","-0.50496113","-0.02087056","-0.09935231","-0.05107342"," 0.33572333","-0.35265077","-0.38217937"," 0.11422588","-0.15664978"," 0.34491775","-0.44133108","-0.48659012"," 0.35858189"," 0.24996118"," 0.38417610"," 0.21682376"," 0.27638405","-0.23149681"," 0.29964996"," 0.25211625"
"Bin.8.14","-0.277456407"," 0.688260113","-0.786031466","-0.587227952","-0.825306116","-0.668354324","-0.114155075","-0.123532177","-0.205576327","-0.503777235","-0.373824487","-0.163504688","-0.835514418"," 0.142932747","-0.691043716","-1.389845931"," 0.072622990","-0.465569654"," 0.131395270","-0.229063755","-0.295007676","-0.045540570","-0.307477747","-0.734077134"," 0.345972849"," 0.384690521"," 0.525696162"," 0.395581553","-0.012486391"," 0.251524734"," 0.125800268"," 0.320698652"," 0.439504030"," 0.143103577"," 0.749239764"," 0.238892788"," 0.088210897"," 0.230401347"," 0.243812512"," 0.658076582"," 0.103666118","-0.329736409"," 0.856123160"," 0.578139209"," 0.717646863","-0.005247682"," 0.463492797","-0.308655991"," 0.694039268"," 0.688488559"
"Bin.8.10"," 0.116326199"," 0.422473821"," 0.816619305","-0.457406765","-0.555962658","-0.666515737","-0.288888925"," 0.132038549","-0.645958388","-0.070078321","-0.259800473"," 0.474942744"," 0.242070913"," 0.711397528","-0.529668550"," 0.007351669","-0.030822299","-0.879294819"," 0.375389854"," 0.550658134","-0.518942737","-0.542641000","-0.388825458","-0.145661843"," 0.195323862","-0.168745929"," 0.207449838","-0.021978585"," 0.679601129","-0.267382090","-0.379708261","-0.109022869","-0.161459359","-0.054849798"," 0.416695792"," 0.453826438"," 0.315275285","-0.365054876"," 0.260164508"," 0.333391368"," 0.008645326","-0.721223922"," 0.616201278"," 0.094772163"," 0.417603964","-0.318950943"," 0.436700707","-0.509391859"," 0.253554889"," 0.519761199"
"Bin.8.06"," 0.13378191"," 0.27612079"," 0.20999278"," 0.39889667","-0.64564840","-0.65311609","-0.22864551","-0.02864845","-0.17502239","-0.10162852","-0.30530479"," 0.27926392","-0.56665232"," 0.30960353","-0.22864551","-0.35864947"," 0.64782109","-1.07107902"," 0.64316732"," 0.87316865","-0.25230003","-0.36891707","-0.40294311","-0.09189412"," 0.35065625","-0.01388011"," 0.85918850"," 0.13331837"," 0.36077069","-0.01568933","-0.41072342","-0.03903109","-0.13414712"," 0.01428113"," 0.37237744"," 0.09752444","-0.04238392","-0.28231483","-0.02452892"," 0.38291972","-0.13133568","-0.50044343"," 0.64886792"," 0.12324087"," 0.33111634","-0.32633250"," 0.25099929","-0.66569249"," 0.12149144"," 0.24702857"
"Bin.8.02"," 0.07374091"," 0.22126895","-0.55075258","-0.22524665","-0.82828951","-0.29724022"," 0.54169194","-0.01416507"," 0.97246268","-0.27689526","-0.26095919"," 0.54443511","-0.37946992","-0.16380088"," 0.08762383","-0.98954983"," 0.49312208","-0.07346787"," 0.36639587"," 0.20685697"," 0.55215879","-0.16020191","-0.22925564","-0.24848398"," 1.22099978","-0.07600554","-0.04688364"," 0.34645395","-0.11117553","-0.31622187","-0.31690120","-0.17390402","-0.27210863","-0.22836025"," 0.20893710"," 0.48901571","-0.25736391","-0.11059109","-0.06557314"," 1.16079234","-0.31290477","-0.63993032"," 0.22802673"," 0.20880824"," 0.29839881","-0.28074886","-0.07331835","-0.45063458","-0.10837723"," 0.31759165"
"Bin.7.98"," 0.431529763"," 0.667098240","-0.904773258","-0.373619753","-0.112037808","-0.594225575","-0.021483155"," 0.103389003"," 0.295233550","-0.050002583","-0.344301066"," 0.462107520","-0.174773011","-0.402384767","-0.145027548"," 0.413313600","-0.179704646"," 0.578856519"," 0.038965628","-0.344624726","-0.004437982"," 0.884065654","-0.399149193"," 0.184961569"," 0.032251582"," 0.684484441","-0.222806652","-0.095940956","-0.181453858"," 0.389276690","-0.149526215","-0.671610634"," 0.040894537","-0.228983854"," 0.267835690"," 0.286360291"," 0.205293777"," 0.215408125","-0.458786588","-0.323054438","-0.071137730","-0.419783333","-0.345649413","-0.007550552"," 0.250973175"," 0.515932720"," 0.511173810","-0.357700929"," 0.186865541","-0.061741201"
"Bin.7.94"," 0.08151796","-0.37808986"," 0.45963654"," 0.12682147","-0.55816270","-0.22976430"," 0.27331145"," 0.30581634","-0.49866812"," 0.61456296","-0.03308524","-0.15137323"," 1.17011591","-0.19266343"," 0.07420373","-0.85802888","-0.17431782","-0.14746952","-0.41766312"," 0.73378327","-0.22208925","-0.27010432"," 0.10695666","-0.07694731","-0.06126167"," 0.13385975","-0.12944195","-0.15521673","-0.24566804"," 0.26680383","-0.21455445","-0.54623181","-0.06534646"," 0.06784490","-0.01393479"," 0.34064344"," 0.50386274","-0.11201930","-0.31133910"," 0.22554633"," 0.55408475","-0.57732969"," 0.37147254","-0.15540427","-0.09369676"," 0.32728013"," 1.01935007","-0.67836452"," 0.37638049","-0.56561865"
"Bin.7.90","-0.130238690","-0.278008061","-0.696019889","-0.206896061","-0.394445310","-0.128474658"," 0.457705092"," 0.265308109","-0.476285859"," 0.244436619"," 0.234002673","-0.485209337","-0.827174171","-0.692978117","-0.610837250"," 0.620103607","-0.268672424"," 0.817504331","-0.366773718","-0.097094463","-0.794127328","-0.668964243"," 0.744204298"," 0.566072605"," 0.118659827"," 0.595496715","-0.317852282"," 0.372587983","-0.514472842"," 0.161703110"," 0.389422511","-0.289119256"," 0.893692825","-0.211261566"," 0.008403766"," 0.039387215","-0.243152879"," 0.142187351"," 0.023546470"," 0.155218634","-0.085754593"," 0.107553685"," 0.379266189"," 0.437000114","-0.079696630"," 0.306086212"," 0.295807194"," 0.285500464"," 0.108245889"," 0.094406140"
"Bin.7.86"," 0.10550071"," 0.06987294"," 0.14531340"," 0.05292549"," 0.34622929"," 0.69761779"," 0.02334962","-0.31173695"," 0.11311300"," 0.35100825"," 0.82875565"," 0.28371207"," 0.76726860"," 0.34393665"," 1.01274974"," 0.41062501"," 0.12885154"," 0.86048983"," 0.37556287"," 0.34471892"," 0.56413942","-0.29163709"," 0.37188862"," 0.17822693"," 0.49561138","-0.35454237","-0.66026989","-0.59443387"," 0.13531026","-0.41948818"," 0.94198633","-0.54720729","-1.08480432"," 0.16641177"," 0.30816411","-0.12663222"," 0.37899196","-0.49044197","-0.87459907","-0.50356488","-0.21256189","-0.29171006","-0.37607081","-0.85530358","-0.93571288"," 0.11918112"," 0.50688301","-0.69754104","-1.08548641","-0.71465150"
"Bin.7.82","-0.06022907"," 0.01847362"," 0.16694303"," 0.02043848"," 0.54695937"," 0.60203092"," 0.15889362","-0.43290835"," 0.10078600"," 0.39759985"," 0.69635239"," 0.45126260"," 0.67886799"," 0.33573293"," 1.14045036"," 0.61493495"," 0.02389572"," 0.84205397"," 0.32899064"," 0.33284238"," 0.76031271","-0.17432333"," 0.50924823"," 0.47211025"," 0.64967790","-0.53923800","-0.69176049","-0.81276509"," 0.18191753","-0.30041399"," 0.90232713","-0.51738702","-1.16542171"," 0.19969945"," 0.17428959","-0.19811474"," 0.35022619","-0.61878824","-0.98724616","-0.57707337","-0.29237164","-0.16207871","-0.32815630","-0.99519117","-0.80329197"," 0.21046009"," 0.54332236","-0.83917256","-1.12738614","-0.78778219"
"Bin.7.78"," 0.193452160"," 0.312534255"," 0.002936022","-0.450603135","-0.563371718","-0.102274279","-0.692615194"," 0.883561740","-0.015511006","-0.226187240","-0.916537308","-0.438253724","-0.184685084"," 0.014760235","-0.282838800","-0.281248004"," 0.325037577","-0.279870129","-0.259545593","-0.709837255","-0.011858309"," 0.503171693","-0.379939850"," 0.165321979"," 0.050622691","-0.018741967"," 0.186014298"," 0.292849643"," 0.041424590"," 0.827758998"," 0.409893724"," 0.245312062","-0.179097767"," 0.141394571"," 0.041424590","-0.168930049","-0.249474468","-0.211925794"," 0.622276077"," 0.440742665","-0.266101502"," 0.197979219"," 0.926890131"," 0.221989390"," 0.326488241"," 0.091409511","-0.003418202","-0.702225043"," 0.230112567","-0.100267208"
"Bin.7.74","-2.684749e-01","-4.457950e-01"," 2.600447e-01"," 3.772400e-01","-9.610476e-01","-1.560646e-01"," 2.850358e-01"," 8.819252e-01","-5.802297e-02"," 3.897957e-01","-5.914606e-01","-1.793122e-01"," 3.297440e-01"," 1.547017e-01","-2.000266e-01","-2.837984e-01"," 5.517299e-01","-1.510502e-01","-3.617882e-01"," 2.656958e-01","-4.305978e-01","-2.993752e-01","-5.098208e-01","-1.989320e-01"," 5.054613e-02"," 4.790276e-02"," 5.163106e-01"," 1.657689e-01","-1.798018e-03"," 3.675613e-01"," 4.381995e-01"," 1.126542e-01","-4.245436e-01","-1.104478e-01","-1.798018e-03","-6.265799e-02","-3.953123e-01","-7.678741e-02"," 4.096369e-01"," 5.059550e-01","-9.495531e-02"," 1.600451e-01"," 3.590193e-01"," 1.239555e-01"," 2.806076e-01","-3.082135e-01"," 2.315010e-01","-3.217902e-01"," 3.189454e-05","-3.717375e-01"
"Bin.7.70","-0.08128669"," 0.12264484","-0.70709509"," 0.17979859","-0.23476575"," 0.03251183"," 0.29309734"," 0.24612792"," 0.19580777"," 0.01563998","-0.12127742"," 0.05125351","-0.26886141","-0.29463581","-0.49185624"," 0.47146078"," 0.03456070"," 0.14346936","-0.65158756","-0.15149940","-0.42005774"," 0.14491352"," 0.25909622"," 0.25999797"," 0.04906734"," 0.46241795","-0.09545554"," 0.17182529","-0.42857535"," 0.11505180"," 0.13608944","-0.62084447","-0.67648587","-0.15791759","-0.15980582"," 0.32811401"," 0.10386863"," 0.30357554"," 0.59848563"," 0.28208817","-0.15785120","-0.73661601"," 0.14562158"," 0.24027782"," 0.18842215"," 0.27599403"," 0.78377121","-0.36871695"," 0.21674598","-0.02660500"
"Bin.7.66","-0.07541721"," 0.06174880"," 0.05589725"," 0.06061920"," 0.11623514"," 0.56929305"," 0.03018834","-0.10010247"," 0.21002870"," 0.35088691"," 0.76176661"," 0.24003904"," 0.73675273"," 0.28399152"," 0.88098330"," 0.51805527"," 0.08923978"," 0.82908249"," 0.38610748"," 0.28579315"," 0.52974633","-0.22692728"," 0.22119401"," 0.19778818"," 0.45107028","-0.25262369","-0.78794343","-0.28145754"," 0.10316848","-0.06620028"," 0.89768741","-0.46658546","-0.82116950","-0.02080573"," 0.29055237","-0.08851903"," 0.18743071","-0.49062801","-0.62110581","-0.61914329","-0.10856007","-0.33371803","-0.38034059","-0.87648752","-0.77290111"," 0.15546266"," 0.49581611","-0.62653231","-1.03259678","-0.94686018"
"Bin.7.62","-0.10850364","-0.08712773"," 0.03171960","-0.24027541"," 0.56838012"," 0.53132107"," 0.17274475","-0.58956488","-0.12342059"," 0.24082662"," 0.54748697"," 0.30270454"," 0.57266415"," 0.24741127"," 1.18710389"," 0.56984102","-0.14363366"," 0.68851280"," 0.28748527"," 0.20732865"," 0.72244190","-0.27890561"," 0.47285205"," 0.39192171"," 0.64298306","-0.41803682","-0.42744133","-0.76899590"," 0.08903017","-0.28618631"," 0.84935667","-0.28219099","-0.90888081"," 0.28157800"," 0.12589202","-0.07388036"," 0.44651647","-0.57495287","-0.86163475","-0.30130856","-0.31968788","-0.28057715","-0.15641030","-0.66576813","-0.55102521"," 0.36250636"," 0.57292975","-1.25158730","-0.93231027","-0.48123243"
"Bin.7.58","-0.019371336"," 0.007616064"," 0.142422958"," 0.133546502"," 0.336543728"," 0.575617235"," 0.007795895","-0.416735731"," 0.156869675"," 0.314733734"," 0.666249740"," 0.315176478"," 0.788327118"," 0.411584756"," 1.092723650"," 0.425661188"," 0.085823074"," 0.813955333"," 0.358589462"," 0.280569852"," 0.566983932","-0.281064852"," 0.335139128"," 0.174680104"," 0.496267070","-0.353114214","-0.577064132","-0.756283830"," 0.169557111","-0.098071912"," 0.892100167","-0.416352667","-0.950713946"," 0.128359113"," 0.321587260","-0.033502535"," 0.395183582","-0.480428183","-0.956283450","-0.497349882","-0.123054499","-0.241848490","-0.286402057","-0.759339277","-0.597532903"," 0.232895160"," 0.499220032","-1.583819666","-0.985921978","-0.711523560"
"Bin.7.54","-0.05811437"," 0.02459901"," 0.14812326"," 0.06938068"," 0.46541314"," 0.60622167"," 0.37354261","-0.31354602"," 0.06653814"," 0.38886890"," 0.66529074"," 0.33266662"," 0.67792744"," 0.33936747"," 1.06316594"," 0.61490706","-0.01600835"," 0.82504858"," 0.31477416"," 0.32573979"," 0.69577099","-0.15972964"," 0.45640648"," 0.39805624"," 0.55841605","-0.48654289","-0.59064817","-0.91353136"," 0.16200473","-0.33158527"," 0.85546737","-0.41468849","-0.94528060"," 0.21778989"," 0.16599193","-0.12786798"," 0.36788895","-0.57161238","-1.04988991","-0.45240994","-0.24808512","-0.28155164","-0.43304797","-0.84886834","-0.67478241"," 0.25345018"," 0.52827532","-1.10622373","-1.30248434","-0.63459439"
"Bin.7.50"," 0.203462819"," 0.007760089","-0.339728513","-0.083134813"," 0.327726063"," 0.547073433"," 0.257575308","-0.011497956"," 0.304006326"," 0.202008405","-1.023686879"," 0.387732366","-0.116901717"," 0.450602280","-0.452187861"," 0.459830929","-0.121601729","-0.116901717","-0.218468240","-0.447946943"," 0.169670092"," 0.011814406","-0.154869671"," 0.474652969"," 0.281613838"," 0.452728179","-0.087975006"," 0.139462421","-0.219786291"," 0.507218148"," 0.155658437"," 0.266184463","-0.120150603","-0.004797385","-0.418161471"," 0.325667577","-0.535161307"," 0.024555094","-0.376082136","-0.389280560","-0.197163061","-0.354139997"," 0.496298006","-0.276927512"," 0.348455310"," 0.191818973"," 0.500116086","-1.468235757","-0.053254852"," 0.094349959"
"Bin.7.46"," 0.14650665","-0.11992529","-0.61641054","-0.17075023"," 0.38698668","-0.17876976","-0.04530750","-0.18625124"," 0.23854486"," 0.03304830","-0.61327564"," 0.44135952","-0.57602073"," 0.21500613","-0.32209650","-0.03021946","-0.11191737","-0.30026983"," 0.07645183","-0.69433775","-0.16175981","-0.32718973","-0.82703868","-0.16808032","-0.08468925"," 0.48238508","-0.02569948"," 0.28628667","-0.15938064"," 0.73168409"," 0.45469446"," 0.65208804"," 0.17788201","-0.22310171","-0.05642047"," 0.41822727"," 0.02289715"," 0.32645136","-0.06216602","-0.17618214"," 0.51469560"," 0.23322695","-0.15840074"," 0.16064139"," 0.39535569"," 0.42002899"," 0.36081368","-0.67803728","-0.43635743"," 0.33479317"
"Bin.7.42"," 0.26688901","-0.12794986","-0.57762639","-0.55896122"," 0.44514680","-0.38662235"," 0.17344806"," 0.22079621"," 0.22962478"," 0.04334048","-0.27837021"," 0.80341253","-0.47010831","-0.02621058","-0.18461749","-0.11750136","-0.36443541"," 0.08073016","-0.03716105","-0.37854265"," 0.06089722","-0.17413507","-0.42601566"," 0.10273872"," 0.07240413"," 0.45987459","-0.36686865","-0.30949657","-0.19318605"," 0.77538816","-0.03414612","-0.58267937"," 0.32285947","-0.03117393"," 0.11048298"," 0.03979823"," 0.40246104"," 0.32424317","-0.39405905","-0.38137355"," 0.70587394"," 0.68079628","-0.72579354","-0.08783868"," 0.29240758"," 0.66619654"," 0.69079203","-0.04115145","-0.73576911"," 0.02119161"
"Bin.7.38"," 0.2057680359","-0.1924956250","-0.5877250999","-0.3752429441"," 0.4412946880","-0.2712761817"," 0.2509888540"," 0.3842849303"," 0.2773689045"," 0.0767016690","-0.2427460974"," 0.6818703018","-0.4157606033"," 0.2295851097","-0.2770633488","-0.0393512351","-0.4036110358"," 0.0426783500","-0.1311725338","-0.3301716550","-0.1040189680","-0.2298993564","-0.5607783293","-0.0253490049"," 0.0413331890"," 0.3855931677","-0.4408465085","-0.2136842535","-0.2781307050"," 0.7514834459"," 0.1019919087"," 0.0441683240"," 0.3073676338","-0.1352778643"," 0.1569422845"," 0.0552685114"," 0.3550523403"," 0.3623359925","-0.3131605193","-0.3398817360"," 0.7351149000"," 0.3216156348","-0.7100402563","-0.1282185829"," 0.1688483569"," 0.6417171007"," 0.6827075854","-0.1509419246","-0.8043228753","-0.0009139744"
"Bin.7.34"," 0.010608837","-0.117716519","-0.721371023","-0.220668923"," 0.672229872","-0.385291457"," 0.078611656"," 0.112104730"," 0.105106524"," 0.170230037","-0.297852481"," 0.601488116","-0.391641271"," 0.175194268","-0.175066587","-0.287610159","-0.217813786","-0.101482923","-0.222903645","-0.439175731"," 0.021274294"," 0.006786270","-0.335021903"," 0.277158544"," 0.079614856"," 0.439040895","-0.354521581","-0.202766255","-0.202045003"," 0.673729831"," 0.135801374"," 0.326650370","-0.002926011","-0.148624144","-0.107385107"," 0.061324305"," 0.193392307"," 0.301945654","-0.417772984","-0.348587351"," 0.401146569"," 0.873311025","-0.447062382","-0.072731250"," 0.029576269"," 0.638343065"," 0.641206883"," 0.044735093","-0.660591092","-0.191982077"
"Bin.7.30"," 0.2030661978","-0.1156574159"," 0.0635788313","-0.0046775796"," 0.1395230543"," 0.1293769936"," 0.1686973695"," 0.6566989563","-0.1261028640"," 0.2308109488","-0.2139264392"," 0.8556693163","-0.1148118563"," 0.8875031625"," 0.4594997295"," 0.0700647999"," 0.3377481124"," 0.3881132443"," 0.0233548037"," 0.0652289980","-0.1078160806","-0.1084089066","-0.2015977867"," 0.3622965321"," 0.3316557019"," 0.1024877163","-0.3145327757"," 0.0451638914","-0.2927486599"," 0.5786287867"," 0.2550905349"," 0.0264206338","-0.6774847804","-0.2647625507"," 0.0007138132","-0.4006943161","-0.4652269822","-0.2093773901","-0.3521232860","-0.3622661564","-0.1117294044"," 0.2758127310"," 0.0614406567","-0.3511049096","-0.5160341706","-0.1907644236"," 0.4233438777","-0.6639117855","-0.5331457467","-0.4430831267"
"Bin.7.26"," 0.129316819","-0.009492436","-0.931561469","-0.720506773"," 0.434812605","-0.434090369"," 0.233490211"," 0.155544120","-0.320728578"," 0.417203007","-0.477336114"," 0.849580270","-0.366105333","-0.230851169"," 0.300805530"," 0.087799936","-0.328511830"," 0.129837554"," 0.215873906","-0.095308710"," 0.268422918","-0.215720622"," 0.019205829"," 0.515330933"," 0.056709267"," 0.189835120","-0.398545582"," 0.073942929"," 0.186107073"," 0.985415791"," 0.507505778","-0.109061232","-0.357841736","-0.284482359"," 0.370450797"," 0.111527885","-0.208260038"," 0.129211945","-0.205914737","-0.611034700"," 0.469252733"," 0.086382106"," 0.080053163","-0.384367133","-0.470903712"," 0.046336990"," 0.694627182","-0.431445392","-0.337146834"," 0.184634463"
